X,Y,OBJECTID,ASSETID,SearchDescription,Type,SerialNo,ExpectedCommissioning,AssetStage,MaintenanceResp,SigActivity,DrawingRef,SpatialAccuracy,MeterComponent,PropertyUse,NumDials,AccountNo,MeterSize,loaddate,InstallDate,FunctionService
1703935.0455,5665204.7395,94,40110106,IN-MIRO0003WM/1,Unknown,W13901,,In Service,Unknown,Water Supply,,DIGITISE,REG,Water Billing Account,81,1551,0,2024/03/22 22:03:57+00,1999/01/15 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1705360.88,5665998.494,95,40110107,IN-LINCO0003WM,Restricted Flow Meter,RF ROSE,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,839,5,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1689288.13,5673423.106,96,40181046,NP-BYRON0003WM/1,Manifold Meter,06M257324,,In Service,Water,Water Supply,PG 1763,DIGITISE,REG,Small Holdings,20,176,20,2024/03/22 22:03:57+00,2008/01/07 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1696502.84,5677468.664,97,40110111,NP-VICKE0003WM,Unknown,METER 430,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,28,1662,0,2024/03/22 22:03:57+00,2001/04/05 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1698843.532,5678549.41,98,40110114,BB-HENWO0004WM,Magnetic Flow Meter,MN734,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,34,32918,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1692058.02,5676498.51,99,40199574,NP-TISCH0001WM/2,Unknown,12A601328,,In Service,Water,Water Supply,METER BK 2149,DIGITISE,REG,Water Billing Account,22,1154,0,2024/03/22 22:03:57+00,2014/09/16 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1695653.67,5672147.792,100,40131917,NP-JUNC10286WM,NPDC Flow Meter,,,In Service,Water,Water Supply,,SURVEY,REG,FLOW METER,0,,50,2024/03/22 22:03:57+00,2003/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1696140.966,5669361.752,101,40131923,NP-JUNCT10613WM,NPDC Flow Meter,,,In Service,Unknown,Water Supply,,SURVEY,REG,FLOW METER,0,,50,2024/03/22 22:03:57+00,2002/06/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1703552.468,5665039.412,102,40110115,IN-MAMAK0004WM,Unknown,88171898,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,82,828,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood West Water Supply Zone
1703567.008,5664366.739,103,40198490,IN-WINDS0004WM/1,Manifold Meter,13M628412,,In Service,Water,Water Supply,METER BK P2139,LOCATED,REG,Residential,86,1068,5,2024/03/22 22:03:57+00,2014/01/16 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood Upper Supply Zone
1692168.78,5673038.422,104,40110118,NP-ANNE0004WM,Unknown,NO541,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,22,1419,0,2024/03/22 22:03:57+00,1997/05/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fernleigh Pumped Water Supply Zone
1689267.8055,5673441.5173,105,40110121,NP-BYRON0004WM,Unknown,00M138265,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,20,193,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1704611.808,5676171.554,106,40110127,RU-CROSS0004WM,Unknown,NM397,2019/07/01 00:00:00+00,Temporarily Out of Service,Water,Water Supply,,DIGITISE,REG,DOMESTIC,43,503,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Lepperton Water Supply Zone
1695456.924,5677828.126,107,40110130,NP-RECOR0005WM,PSM,NM233,,In Service,Unknown,Water Supply,,DIGITISE,REG,CLUBS & SO,26,277,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
1705877.0747,5681673.9909,108,40110131,WA-BORTH0005WM,Unknown,MN957,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,50,718,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1689201.838,5673510.034,109,40110134,NP-BYRON0006WM,Unknown,98M059634,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,20,200,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1692305.418,5676180.942,110,40110135,NP-WATER0006WM,Unknown,NM061,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,22,121,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1690354.6609,5675673.4395,111,40110144,NP-BREAK0007WM,Unknown,104602,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,21,1255,0,2024/03/22 22:03:57+00,1994/10/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1689221.536,5673468.212,112,40194456,NP-BYRON0007WM/1,Manifold Meter,19MC258121,,In Service,Water,Water Supply,METER BK P1627,DIGITISE,REG,Small Holdings,20,986,20,2024/03/22 22:03:57+00,2006/04/18 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1705587.3662,5681726.1298,113,40110157,WA-JOHNS0007WM,Unknown,NM766,,In Service,Unknown,Water Supply,,DIGITISE,REG,Farm Land,50,30141,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1704693.264,5680617.356,114,40110159,RU-RICHM0007WM,Restricted Flow Meter,RF SCHRDR,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,1079,1,2024/03/22 22:03:57+00,1993/05/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705033.65,5665073.02,115,40110161,IN-TARAT0008WM,Unknown,NM00289,,In Service,Unknown,Water Supply,,DIGITISE,REG,FARM,89,1027,0,2024/03/22 22:03:57+00,1993/05/12 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1691196.728,5675840.156,116,40110163,NP-BONIT0008WM,Unknown,MN542,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,22,1617,0,2024/03/22 22:03:57+00,2000/08/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1695177.908,5676517.204,117,40110165,NP-CHILM0008WM,Unknown,NM3575,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,26,1339,0,2024/03/22 22:03:57+00,1996/05/11 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1700908.654,5678389.41,118,40110176,BB-AUSTE0009WM,Unknown,97M423436,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,34,1514,0,2024/03/22 22:03:57+00,1998/06/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1705054.2,5665084.69,119,40110177,IN-TARAT0009WM,Manifold Meter,NM0214,,In Service,Water,Water Supply,METER BK P1663,DIGITISE,REG,Small Holdings,89,844,20,2024/03/22 22:03:57+00,2006/10/13 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1682644.198,5669735.944,120,40110184,OA-THE O0009WM,Unknown,84653141,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,11,32,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\Oakura System\Oakura Reticulation\Oakura Water Supply Zone
1707624.162,5682246.984,121,40110186,WA-ARMST0009WM,Restricted Flow Meter,RFW2CM,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,611,2,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1698963.3075,5678771.2466,122,40110189,BB-MURRA0010WM,Unknown,NMA299505,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,28,290,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1695564.806,5676829.852,123,40110196,NP-PUKAK0010WM/1,Unknown,NO406,,In Service,Unknown,Water Supply,,DIGITISE,REG,EDUCATION,26,265,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1707475.304,5683105.492,124,40187911,WA-HUTCH0010WM/1,PSM,09M011812,,In Service,Water,Water Supply,WO94851,DIGITISE,REG,Residential,49,614,0,2024/03/22 22:03:57+00,2010/09/02 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705473.862,5680928.89,125,40110199,WA-TATE0010WM,Unknown,MN640,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,50,692,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705560.644,5680739.202,126,40110200,WA-WAITA0010WM,Unknown,162809,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,44,530,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1703601.418,5674513.202,127,40110202,RU-ASHLE0010WM,Restricted Flow Meter,REST.FLOW,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,1509,1,2024/03/22 22:03:57+00,1998/06/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1695143.02,5675919.406,128,40110208,NP-AWANU0011WM,Manifold Meter,96M046006,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,24,1206,0,2024/03/22 22:03:57+00,1994/03/21 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Merrilands Water Supply Zone
1699635.118,5675758.878,129,40130195,RU-HENWO0315WM,Restricted Flow Meter,RFCOLEMAN,,In Service,Water,Water Supply,,DIGITISE,REG,RESTRICTED,30,1905,1,2024/03/22 22:03:57+00,2003/05/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1707315.961,5682425.6732,130,40194431,WA-MCLEA0001WM/1,Manifold Meter,NM878,,In Service,Water,Water Supply,METER BK P1548,DIGITISE,REG,Commercial/Industrial,48,1048,20,2024/03/22 22:03:57+00,2004/04/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1704738.404,5680545.292,131,40110213,RU-RICHM0011WM,Restricted Flow Meter,RF CRSTASN,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,1080,1,2024/03/22 22:03:57+00,1993/05/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1703363.746,5680144.554,132,40110214,BB-MOUNT0012WM,Unknown,95M003645,,In Service,Unknown,Water Supply,,DIGITISE,REG,Farm Land,39,30243,0,2024/03/22 22:03:57+00,1997/01/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1704733.736,5664281.87,133,40110215,IN-DUDLE0012WM,Unknown,104751,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,89,882,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1705461.24,5680947.492,134,40110221,WA-TATE0012WM,Unknown,104879,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,50,967,0,2024/03/22 22:03:57+00,1993/01/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1699212.3436,5678482.4639,135,40191624,BB-CONNE0001WM,Manifold Meter,09M001073,,In Service,Water,Water Supply,METER BK P1980,DIGITISE,REG,Commercial/Industrial,34,33282,20,2024/03/22 22:03:57+00,2011/07/19 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1699382.1996,5678475.2833,136,40190776,BB-CONNE0013WM,Manifold Meter,08M039677,,In Service,Water,Water Supply,METER BKPG1960,DIGITISE,REG,Commercial/Industrial,34,33284,0,2024/03/22 22:03:57+00,2010/12/24 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1692977.438,5676294.328,137,40194483,NP-DEVON0013WM/1,Manifold Meter,NM00212,,In Service,Water,Water Supply,METER BK P1678,DIGITISE,REG,Commercial/Industrial,25,375,0,2024/03/22 22:03:57+00,2009/11/23 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1692815.632,5676260.332,138,40110228,NP-BROUG0014WM,Unknown,NM300,,In Service,Unknown,Water Supply,,DIGITISE,REG,COMMERCIAL,25,354,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1689195.954,5675681.412,139,40110229,NP-FINDL0014WM,Unknown,NO040,,In Service,Unknown,Water Supply,,DIGITISE,REG,COMMERCIAL,21,91,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
1695732.75,5677823.17,140,40110230,NP-PUNI0014WM,Unknown,KT258361,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,26,1346,0,2024/03/22 22:03:57+00,1996/06/20 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Residential Water Supply Zone
1705573.69,5680716.416,141,40110232,WA-WAITA0014WM,Unknown,NM410,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,44,532,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1709389.546,5680727.082,142,40110233,WA-WILLS0014WM,Restricted Flow Meter,RFFRANKHSR,,In Service,Water,Water Supply,,DIGITISE,REG,HORTICULTU,30,1184,30,2024/03/22 22:03:57+00,1994/02/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1699682.716,5679778.076,143,40110234,BB-DILLO0015WM,Unknown,6073,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,28,302,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1702704.376,5680006.53,144,40110235,BB-OLD D0015WM,Unknown,97M817776,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,39,1457,0,2024/03/22 22:03:57+00,1998/04/17 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1698131.647,5676715.6558,145,40110236,NP-BISHO0015WM,Unknown,104788,,In Service,Unknown,Water Supply,,DIGITISE,REG,Water Billing Account,36,966,0,2024/03/22 22:03:57+00,1993/02/03 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1700434.5963,5678939.6913,146,40196539,BB-CORBE0016WM/2,Manifold Meter,12M165284,,In Service,Water,Water Supply,METER BK P2081,DIGITISE,REG,Commercial/Industrial,34,1718,20,2024/03/22 22:03:57+00,2013/03/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1702755.6886,5680019.5355,147,40110245,BB-OLD D0016WM,Unknown,MN467,,In Service,Unknown,Water Supply,,DIGITISE,REG,Farm Land,39,485,0,2024/03/22 22:03:57+00,2001/10/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1707504.068,5682858.506,148,40110250,WA-NORTH0016WM,Unknown,18,,In Service,Unknown,Water Supply,,DIGITISE,REG,CLUBS & SO,49,613,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1695922.792,5677148.962,149,40150136,NP-CONST0017WM,Unknown,6000,,In Service,Water,Water Supply,BK51/7171,DIGITISE,REG,,28,,25,2024/03/22 22:03:57+00,2000/07/28 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1707203.268,5682279.428,150,40184165,WA-QUEEN0016WM/1,Manifold Meter,08M334822,,In Service,Water,Water Supply,METER BK P1870,DIGITISE,REG,Commercial/Industrial,48,1267,15,2024/03/22 22:03:57+00,2009/09/08 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1700577.522,5679113.392,151,40110254,BB-CORBE0017WM,Unknown,104876,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,34,275,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1701304.4786,5677643.0467,152,40110255,BB-NINIA0017WM,Unknown,KENT6060,,In Service,Unknown,Water Supply,,DIGITISE,REG,Farm Land,37,33272,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1721610.3564,5683469.0336,153,40181030,UR-BEACH0017WM/2,Magnetic Flow Meter,NM0871,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,72,1012,0,2024/03/22 22:03:57+00,2007/09/12 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Tikorangi/Urenui Water Supply Zone
1700459.9675,5679271.4748,154,40110258,BB-WILLS0018WM,Unknown,NM475,,In Service,Unknown,Water Supply,,DIGITISE,REG,FARM,38,462,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1678037.1257,5658882.2277,155,40110264,OK-SAUND0018WM/1,Manifold Meter,N/M212,,In Service,Unknown,Water Supply,METER BK P1562,DIGITISE,REG,Small Holdings,2,1656,0,2024/03/22 22:03:57+00,2004/07/26 00:00:00+00,Water\Okato System\Okato Reticulation\Okato Water Supply Zone
1706802.954,5681924.524,156,40110266,WA-CRACR0018WM/1,Unknown,88158073,,In Service,Unknown,Water Supply,,DIGITISE,REG,EDUCATION,48,640,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707786.324,5682913.374,157,40110268,WA-PRINC0018WM,Unknown,NM419,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,49,617,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1707908.05,5682827.972,158,40194580,WA-PRINC0018WM/2,PSM,07A073124,,In Service,Water,Water Supply,,DIGITISE,REG,Water Billing Account,49,618,25,2024/03/22 22:03:57+00,2008/09/29 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1705590.968,5680685.338,159,40193402,WA-WAITA0018WM/1,Manifold Meter,09M001066,,In Service,Water,Water Supply,METER BK P2008,DIGITISE,REG,Residential,44,535,20,2024/03/22 22:03:57+00,2012/02/15 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1700481.15,5678872.148,160,40110272,BB-CORBE0019WM,Unknown,00M196446,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,34,1651,0,2024/03/22 22:03:57+00,2001/02/13 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Bell Block Water Supply Zone
1705158.24,5665026.62,161,40194472,IN-TARAT0019WM/1,Manifold Meter,NM0370,,In Service,Water,Water Supply,METER BK P1664,DIGITISE,REG,Small Holdings,89,1342,20,2024/03/22 22:03:57+00,2006/10/13 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1697491.652,5677444.252,162,40110275,NP-EGMON0019WM,Restricted Flow Meter,R/FLOW,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,1511,2,2024/03/22 22:03:57+00,1998/06/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Fitzroy Industrial Water Supply Zone
1705072.63,5683146.942,163,40110277,WA-BROWN0019WM,Unknown,162807,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,50,744,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1704808.524,5680442.706,164,40110278,RU-RICHM0019WM,Restricted Flow Meter,RF JAMES,,In Service,Water,Water Supply,,DIGITISE,REG,FARM,30,1081,1,2024/03/22 22:03:57+00,1993/05/01 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Waitara Water Supply Zone
1704795.168,5664320.902,165,40110279,IN-DUDLE0020WM,Unknown,104731,,In Service,Unknown,Water Supply,,DIGITISE,REG,Residential,89,958,0,2024/03/22 22:03:57+00,1992/11/01 00:00:00+00,Water\Inglewood System\Inglewood Reticulation\Inglewood East Water Supply Zone
1696513.752,5670904.396,166,40110280,NP-HYDRO0020WM,Unknown,MN794,,In Service,Unknown,Water Supply,,DIGITISE,REG,Small Holdings,35,1508,0,2024/03/22 22:03:57+00,1998/06/30 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Rural Water Supply Zone
1693628.406,5676642.376,167,40110284,NP-ELIOT0020WM,Unknown,KENT3646,,In Service,Unknown,Water Supply,,DIGITISE,REG,Commercial/Industrial,25,1266,0,2024/03/22 22:03:57+00,1994/10/05 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1693040.412,5676403.784,168,40110287,NP-LIARD0020WM,Unknown,50MM 318,2019/07/01 00:00:00+00,Temporarily Out of Service,Unknown,Water Supply,,DIGITISE,REG,COMMERCIAL,74,310,50,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\CBD Water Supply Zone
1689425.274,5675901.802,169,40110288,NP-NGAMO0020WM,Unknown,94M243973,,In Service,Unknown,Water Supply,,DIGITISE,REG,INDUSTRIAL,21,100,0,2024/03/22 22:03:57+00,1992/08/31 00:00:00+00,Water\New Plymouth System\New Plymouth Reticulation\Barrett Rd Water Supply Zone
